#,NAME,RAJD,DECJD,BINARY,BINCOMP,PSR,AGE,EDOT,
113,J0209+5759,32.40543333,57.99591944,*,*,*,1.21e+06,4.56e+32,
114,J0210+5845,32.73083333,58.75111111,*,*,*,2.09e+05,9.60e+32,
115,J0211-8159,32.99583333,-81.99338889,*,*,*,5.89e+07,9.16e+30,
116,J0212+5222,33.21724475,52.38041719,*,*,*,9.04e+05,4.89e+33,
117,J0214+5222,33.73029708,52.37804167,BT,He[slr+14],*,1.30e+09,7.95e+32,
118,J0215+6218,33.98594524,62.30927029,*,*,*,1.31e+07,1.58e+32,
119,J0218+4232,34.52649404,42.53815976,ELL1,He[ker96],HE[khvb98/aaa+09f],4.76e+08,2.44e+35,
120,J0220+3626,35.17550000,36.44880556,*,*,*,*,*,
121,J0227+3356,36.73775000,33.94104444,*,*,*,6.89e+06,5.90e+31,
122,J0229+20,37.26250000,20.96666667,*,*,*,*,*,
123,B0226+70,37.80832172,70.44274548,*,*,*,7.47e+06,3.89e+31,
124,J0241+16,40.44166667,16.06666667,*,*,*,*,*,
125,J0242+62,40.64583333,62.94722222,*,*,*,*,*,
126,J0243+6027,40.75000000,60.45000000,*,*,*,*,*,
127,J0244+14,41.21250000,14.45000000,*,*,*,*,*,
128,J0248+4230,42.12917917,42.50569167,*,*,HE[brj+21],2.44e+09,3.79e+34,
129,J0248+6021,42.07757083,60.35964444,*,*,HE[tpc+11],6.24e+04,2.13e+35,
130,J0250+5854,42.57408333,58.90036111,*,*,*,1.37e+07,8.22e+28,
131,J0251+2606,42.76064042,26.10276944,ELL1,UL[drc+21],HE[cck+16],5.32e+09,1.82e+34,
132,B0254-53,43.98455208,-53.07257639,*,*,*,2.27e+08,1.38e+31,
133,J0301+35,45.25000000,35.00000000,*,*,*,*,*,
134,J0302+2252,45.63329167,22.87002778,*,*,*,2.32e+08,1.85e+30,
135,B0301+19,46.13797917,19.54761111,*,*,*,1.70e+07,1.91e+31,
136,J0305+11,46.27500000,11.38333333,*,*,*,*,*,
137,J0307+7443,46.98291667,74.72027778,ELL1,*,HE[hrm+11/aab+22],2.90e+09,2.17e+34,
138,J0312-0921,48.02583333,-9.36555556,ELL1,UL[trr+21],HE[trr+21/aab+22],2.98e+09,1.53e+34,
139,J0317+13,49.47500000,13.48333333,*,*,*,*,*,
140,J0318+0253,49.56475417,2.88374444,*,*,HE[wlz+18],4.67e+09,4.97e+33,
141,B0320+39,50.86109125,39.74788972,*,*,*,7.56e+07,9.00e+29,
142,J0324+5239,51.23108333,52.65869444,*,*,*,1.40e+07,3.94e+32,
143,J0325+6744,51.27133070,67.74982995,*,*,*,1.39e+07,2.41e+31,
144,J0329+1654,52.28562500,16.90055556,*,*,*,6.58e+07,1.19e+31,
145,B0329+54,53.24754000,54.57870250,*,*,*,5.53e+06,2.22e+32,
146,B0331+45,53.81934000,45.93151444,*,*,*,5.80e+08,1.49e+31,
147,J0335+6623,53.98776332,66.38989798,*,*,*,5.80e+06,3.47e+31,
148,J0337+1715,54.43260787,17.25411889,ELL1,HeT[rsa+14],*,2.45e+09,3.42e+34,
149,J0337+79,54.34166667,79.02888889,*,*,RRAT[kkl+15],*,*,
150,J0340+4130,55.09703317,41.51258087,*,*,HE[aab+22],7.42e+09,7.75e+33,
151,J0341+5711,55.25000000,57.18333333,*,*,*,*,*,
152,J0343+06,55.75000000,6.00000000,*,*,*,*,*,
153,J0343-3000,55.86641667,-30.00763889,*,*,*,7.22e+08,1.28e+29,
154,B0339+53,55.80378531,53.21484111,*,*,*,2.28e+06,7.32e+31,
155,J0344-0901,56.15612917,-9.01740556,*,*,*,5.60e+06,7.44e+31,
156,J0348+0432,57.18182917,4.53651611,ELL1,He[afw+13],*,2.57e+09,1.59e+32,
157,J0349+2340,57.48908333,23.68138889,*,*,*,3.49e+07,3.06e+30,
158,J0355+28,58.75000000,28.00000000,*,*,*,*,*,
159,J0357+3205,59.46875000,32.09027778,*,*,NRAD[aab+22],5.40e+05,5.88e+33,
160,B0353+52,59.43683458,52.61597028,*,*,*,6.55e+06,2.46e+33,
161,J0358+4155,59.51322767,41.92195353,*,*,*,2.46e+07,4.96e+32,
162,B0355+54,59.72384917,54.22049556,*,*,HE[to07],5.64e+05,4.54e+34,
163,J0358+6627,59.65803763,66.46293697,*,*,*,1.33e+08,5.61e+32,
164,J0359+5414,59.85837500,54.24880556,*,*,NRAD[aab+22],7.52e+04,1.32e+36,
165,B0403-76,60.46562500,-76.13693056,*,*,*,5.60e+06,3.76e+32,
166,J0402+4825,60.66930417,48.43264167,*,*,*,2.95e+07,8.09e+31,
167,J0405+3347,61.37319945,33.78342730,*,*,*,6.19e+09,2.47e+31,
168,J0406+30,61.50000000,30.00000000,*,*,*,*,*,
169,B0402+61,61.62533583,61.64483556,*,*,*,1.69e+06,1.05e+33,
170,J0407+1607,61.97891250,16.12122222,BT,He[lxf+05],*,5.15e+09,1.84e+32,
171,J0408+551,62.00000000,55.00000000,*,*,*,*,*,
172,J0408+552,62.00000000,55.00000000,*,*,*,*,*,
173,J0410-31,62.66250000,-31.12472222,*,*,RRAT,*,*,
174,J0413+58,63.25000000,58.00000000,*,*,*,*,*,
175,J0414+31,63.50000000,31.00000000,*,*,*,*,*,
176,B0410+69,63.98188898,69.90274737,*,*,*,8.08e+07,5.07e+31,
177,J0417+35,64.42916667,35.75000000,*,*,*,*,*,
178,J0417+61,64.25000000,61.13333333,*,*,*,*,*,
179,J0418-4154,64.51572833,-41.90400556,*,*,*,9.09e+06,1.20e+32,
180,J0418+5732,64.64111250,57.53969722,*,*,AXP/NRAD,3.51e+07,2.16e+29,
181,J0418+6635,64.69992125,66.59020167,*,*,HE[trr+21/aab+22],3.37e+09,2.19e+34,
182,J0419+44,64.75000000,44.00000000,*,*,*,*,*,
183,J0420-5022,65.00812500,-50.38002778,*,*,XINS/NRAD,1.98e+06,2.65e+31,
184,J0421-0345,65.38981694,-3.75183645,*,*,*,2.94e+07,4.55e+30,
185,J0421+3255,65.38833333,32.93055556,*,*,*,2.38e+08,3.25e+30,
186,J0426+4933,66.52838750,49.56068333,*,*,*,3.71e+05,1.98e+33,
187,J0435+2749,68.96590833,27.81713889,*,*,*,6.33e+08,9.28e+30,
188,J0437-4715,69.31623406,-47.25253075,T2,He[vbv+08],HE[bt93/aaa+09f],1.59e+09,1.19e+34,
189,J0447-04,71.75000000,-4.58333333,*,*,RRAT,*,*,
190,J0448-2749,72.17319758,-27.82964862,*,*,*,4.81e+07,6.41e+31,
191,J0449-7031,72.27362500,-70.52547222,*,*,*,2.25e+06,1.21e+33,
192,B0447-12,72.53658750,-12.80197222,*,*,*,6.76e+07,4.82e+31,
193,J0451-67,72.95833333,-67.30000000,*,*,*,*,*,
194,B0450-18,73.14210708,-17.98982528,*,*,*,1.51e+06,1.37e+33,
195,J0453+1559,73.43922367,15.98925175,DDH,NS[msf+15],*,3.90e+09,7.66e+31,
196,J0454+4529,73.74712500,45.49630556,*,*,*,4.50e+06,7.20e+31,
197,B0450+55,73.53229417,55.72817694,*,*,*,2.28e+06,2.37e+33,
198,B0456-69,73.94812500,-69.85952778,*,*,*,4.97e+05,1.23e+34,
199,J0456-69,74.12500000,-69.16666667,*,*,*,*,*,
200,J0456-7031,74.01041667,-70.51850000,*,*,*,3.45e+05,2.83e+33,
201,J0457+23,74.27500000,23.56666667,*,*,*,*,*,
202,J0457-6337,74.28245833,-63.62511111,*,*,*,1.88e+08,5.32e+29,
203,J0457-69,74.25833333,-69.76666667,*,*,*,*,*,
204,J0458-0505,74.65467083,-5.08475000,*,*,*,5.63e+07,3.13e+30,
205,J0458-67,74.74583333,-67.71666667,*,*,*,*,*,
206,J0459-0210,74.96642205,-2.16850891,*,*,*,1.28e+07,3.79e+31,
207,J0501+4516,75.27816667,45.27608889,*,*,AXP/NRAD,1.57e+04,1.20e+33,
208,B0458+46,75.51900417,46.90169167,*,*,*,1.81e+06,8.46e+32,
209,B0502-66,75.71054167,-66.29966667,*,*,*,4.74e+05,2.76e+33,
210,J0506+50,76.55875000,50.50833333,*,*,HE[qpl+19/aab+22],*,*,
211,J0509+0856,77.34264521,8.94028467,ELL1,He(?)[mgf+19],*,1.46e+10,2.61e+33,
212,J0509+37,77.25000000,37.53333333,*,*,*,*,*,
213,J0509+3801,77.38245035,38.02168971,DDGR,NS[lsk+18],*,1.53e+08,6.98e+32,
214,J0511-6508,77.98541667,-65.14347222,*,*,*,2.48e+07,2.43e+32,
215,J0514-4002A,78.52788629,-40.04691472,DDH,NS(?)[rfgr19],*,1.13e+11,2.21e+32,
216,J0514-4002B,78.52804167,-40.04663889,*,*,*,*,*,
217,J0514-4002C,78.52787500,-40.04705556,*,*,*,*,*,
218,J0514-4002D,78.52804167,-40.04672222,BT,CO[rfg+22],*,*,*,
219,J0514-4002E,78.52783333,-40.04658333,BT,NS[rfg+22],*,*,*,
220,J0514-4002F,78.52791667,-40.04680556,BT,He(?)[rfg+22],*,*,*,
221,J0514-4002G,78.52762500,-40.04669444,BT,He(?)[rfg+22],*,*,*,
222,J0514-4002H,78.52750000,-40.04666667,BT,He(?)[rfg+22],*,*,*,
223,J0514-4002I,78.52812500,-40.04672222,BT,He(?)[rfg+22],*,*,*,
224,J0514-4002J,78.52791667,-40.04666667,*,*,*,*,*,
225,J0514-4002K,78.52833333,-40.04666667,*,*,*,*,*,
226,J0514-4002L,78.52833333,-40.04666667,BT,He(?)[rfg+22],*,*,*,
227,J0514-4002M,78.52833333,-40.04666667,*,*,*,*,*,
228,J0514-4002N,78.52791667,-40.04638889,*,*,*,*,*,
229,J0514-4408,78.71745833,-44.14371667,*,*,HE[brs+19],2.48e+06,2.45e+33,
230,J0517+2212,79.32144583,22.21441667,*,*,*,3.04e+08,4.17e+31,
231,J0518+5125,79.60893750,51.43297222,*,*,*,7.57e+07,9.92e+30,
232,J0518+5416,79.72166526,54.28055748,*,*,*,3.22e+06,1.68e+33,
233,J0519+44,79.75000000,44.00000000,*,*,*,*,*,
234,J0519-6932,79.94548750,-69.53985556,*,*,*,5.98e+06,1.51e+33,
235,J0520-2553,80.15077229,-25.88674819,*,*,*,1.27e+08,8.42e+31,
236,J0521-68,80.43333333,-68.58333333,*,*,*,*,*,
237,J0522-6847,80.59608333,-68.78394444,*,*,*,6.03e+05,2.28e+33,
238,J0523-7125,80.95275000,-71.43127222,*,*,*,*,*,
239,B0523+11,81.48520125,11.25530000,*,*,*,7.63e+07,6.53e+31,
240,J0525-6607,81.50375000,-66.07675000,*,*,AXP/NRAD,1.96e+03,4.92e+33,
241,B0525+21,82.21776667,22.00111111,*,*,*,1.48e+06,3.01e+31,
242,J0529-0715,82.28738750,-7.25734167,*,*,*,1.90e+07,6.94e+31,
243,B0529-66,82.46208333,-66.87775000,*,*,*,9.99e+05,6.58e+32,
244,J0530-39,82.50000000,-39.00000000,*,*,*,*,*,
245,J0532-6639,83.24795833,-66.66036111,*,*,*,1.90e+06,7.96e+32,
246,J0532-69,83.01666667,-69.76666667,*,*,*,*,*,
247,J0533+0402,83.35761667,4.03325000,*,*,*,9.53e+07,7.07e+30,
248,J0533-4524,83.30787500,-45.41394444,*,*,*,8.89e+06,2.84e+33,
249,J0533+6759,83.47975042,67.98819139,*,*,HE[aab+22],5.51e+09,5.90e+33,
250,J0534-13,83.50000000,-13.00000000,*,*,*,*,*,
251,B0531+21,83.63322083,22.01446111,*,*,HE[cdt69/fhm+69/hjm+70],1.26e+03,4.46e+38,
252,J0534+34,83.62500000,34.11666667,*,*,RRAT[ttm18],*,*,
253,J0534-6703,83.65070833,-67.06355556,*,*,*,6.78e+04,2.79e+33,
254,J0535-66,83.91666667,-66.86666667,*,*,*,*,*,
255,J0535-6935,83.75000000,-69.58333333,*,*,*,2.76e+05,5.63e+34,
256,B0538-75,84.12841667,-75.73188889,*,*,*,3.42e+07,1.18e+31,
257,J0537-69,84.42916667,-69.35000000,*,*,*,*,*,
258,J0537-6910,84.44756667,-69.17218889,*,*,NRAD,4.93e+03,4.88e+38,
259,J0538+2817,84.60440500,28.28587806,*,*,HE[mkz+03],6.18e+05,4.94e+34,
260,J0540+3207,85.15465000,32.12702778,*,*,*,1.85e+07,1.23e+32,
261,B0540-69,85.04667500,-69.33171389,*,*,HE[mp85],1.67e+03,1.46e+38,
262,J0540-7125,85.12833333,-71.42538889,*,*,*,2.48e+07,1.52e+31,
263,J0542-68,85.64583333,-68.26666667,*,*,*,*,*,
264,B0540+23,85.79025000,23.48472222,*,*,*,2.53e+05,4.09e+34,
265,J0543-6851,85.96962500,-68.85702778,*,*,*,2.85e+06,4.37e+32,
266,J0544+20,86.05000000,20.83333333,*,*,RRAT[dsm+16],*,*,
267,J0545-03,86.25000000,-3.16666667,*,*,RRAT,*,*,
268,J0546+2441,86.61983333,24.68916667,*,*,*,5.89e+06,1.31e+31,
269,J0550+09,87.61666667,9.85000000,*,*,RRAT[dsm+16],*,*,
270,J0554+3107,88.52087500,31.12805556,*,*,NRAD[aab+22],5.17e+04,5.60e+34,
271,J0555+3948,88.75000000,39.80000000,*,*,*,*,*,
272,J0555-7056,88.75770833,-70.94600000,*,*,*,2.20e+06,4.15e+32,
273,J0556-67,89.10416667,-67.48333333,*,*,*,*,*,
274,J0557+1550,89.38103825,15.83501278,ELL1,He[skl+15],*,5.51e+09,1.74e+34,
275,J0557-2948,89.38749792,-29.80466778,*,*,*,9.47e+09,3.47e+31,
276,B0559-57,90.19375000,-57.94833333,*,*,*,1.29e+07,9.49e+30,
277,B0559-05,90.49573000,-5.46413083,*,*,*,4.82e+06,8.28e+32,
278,J0605+3757,91.27309958,37.95998889,BT,He[san16],HE,9.16e+09,9.17e+33,
279,J0608+00,92.20416667,0.65000000,*,*,*,*,*,
280,J0608+1635,92.21525833,16.58594444,*,*,*,1.11e+06,6.30e+32,
281,J0609+2130,92.49535875,21.50078889,*,*,*,3.76e+09,5.37e+31,
282,J0610-2100,92.55665306,-21.00774976,ELL1,UL[pmd+12],HE[egc+13],4.96e+09,8.45e+33,
283,J0611+04,92.82500000,4.10000000,*,*,*,*,*,
284,J0611+1436,92.82770417,14.61444444,*,*,*,1.07e+06,7.99e+33,
285,J0611+30,92.81666667,30.26666667,*,*,*,*,*,
286,B0609+37,93.20286134,37.36037689,*,*,*,7.94e+07,8.87e+31,
287,J0612+37216,93.18375562,37.36117381,*,*,*,4.70e+07,6.76e+31,
288,J0613-0200,93.43323292,-2.01312150,T2,He[lnl+95],HE[aab+22],5.06e+09,1.32e+34,
289,J0613+3731,93.30062500,37.52730556,*,*,*,3.02e+06,5.40e+32,
290,B0611+22,93.57085750,22.49912444,*,*,*,8.93e+04,6.24e+34,
291,J0614-3329,93.54311763,-33.49836978,ELL1,He[rrc+11],HE[aab+22],2.86e+09,2.20e+34,
292,J0614+83,93.50000000,83.23333333,*,*,*,*,*,
293,J0621+0336,95.29675417,3.61264444,*,*,*,5.91e+08,1.45e+31,
294,J0621+1002,95.34214317,10.04409311,DD,CO[kas12],*,9.67e+09,7.77e+31,
295,J0621+2514,95.29522583,25.23439722,ELL1,He[san16],HE[aab+22],1.74e+09,4.86e+34,
296,J0621-55,95.17500000,-56.08333333,*,*,RRAT,*,*,
297,J0622+3749,95.54379167,37.82044444,*,*,NRAD[aab+22],2.08e+05,2.71e+34,
298,J0623+0340,95.94482917,3.66855556,*,*,*,1.10e+08,1.51e+31,
299,B0621-04,96.08345088,-4.41401459,*,*,*,1.98e+07,2.92e+31,
300,J0625+10,96.43750000,10.26666667,*,*,*,*,*,
301,J0627+0649,96.97345250,6.83170278,*,*,*,3.23e+06,1.61e+33,
302,J0627+0706,96.93405000,7.10916667,*,*,*,2.53e+05,1.09e+34,
303,J0627+16,96.80416667,16.20000000,*,*,RRAT,*,*,
304,J0628+0909,97.15076250,9.15386111,*,*,RRAT,3.59e+07,1.13e+31,
305,B0626+24,97.27386375,24.26154056,*,*,*,3.78e+06,7.28e+32,
306,J0630-0046,97.61231667,-0.76829167,*,*,*,2.88e+06,4.69e+32,
307,J0630+19,97.51666667,19.61666667,*,*,*,*,*,
308,B0628-28,97.70585164,-28.57854967,*,*,HE[to05],2.77e+06,1.46e+32,
309,J0631+0646,97.96825000,6.77061111,*,*,HE[wcp+18],4.86e+05,1.04e+35,
310,J0631+1036,97.86468333,10.61736111,*,*,HE[tsn+01/waa+10],4.44e+04,1.70e+35,
311,J0633+0632,98.43420833,6.54302778,*,*,NRAD[aab+22],5.92e+04,1.19e+35,
312,J0633+1746,98.47563750,17.77025250,*,*,HE[aab+22],3.42e+05,3.25e+34,
313,J0633-2015,98.28691667,-20.25197222,*,*,*,1.35e+07,4.38e+30,
314,J0635+0533,98.82500000,5.55305556,*,*,NRAD,*,*,
315,J0636-23,99.00000000,-23.00000000,*,*,*,*,*,
316,J0636-3044,99.28750000,-30.84500000,*,*,*,*,*,
317,J0636-4549,99.14060000,-45.82572778,*,*,*,9.91e+06,1.60e+31,
318,J0636+5128,99.02019777,51.48332374,T2,UL[slr+14],HE[sbc+19],1.32e+10,5.77e+33,
319,J0637+0332g,99.42083333,3.53333333,*,*,RRAT[zhx+23],*,*,
320,J0641+07,100.29166667,7.73333333,*,*,RRAT[ttm18],*,*,
321,J0645+5158,101.49617629,51.97080920,*,*,*,2.85e+10,2.80e+32,
322,J0645+80,101.50000000,80.15000000,*,*,*,*,*,
323,J0646+0905,101.62927083,9.09711111,*,*,*,1.95e+07,3.93e+31,
324,J0646-54,101.59333333,-54.88250000,*,*,HE[aab+22],*,*,
325,J0647+0913,101.81533333,9.23319444,*,*,*,3.05e+06,1.35e+32,
326,J0648-27,102.00000000,-27.00000000,*,*,*,*,*,
327,J0652-0142,103.04627500,-1.70841667,*,*,*,9.60e+07,7.63e+30,
328,J0653+06,103.25000000,-6.26666667,*,*,RRAT[dcm+23],*,*,
329,J0653+4706,103.27422083,47.10747778,ELL1,*,HE,3.63e+09,7.61e+33,
330,B0643+80,103.31287500,80.86672778,*,*,*,5.07e+06,8.37e+31,
331,J0656-2228,104.12586250,-22.47376389,*,*,*,7.27e+08,5.74e+29,
332,J0656-5449,104.20412500,-54.82081111,*,*,*,9.09e+07,2.05e+32,
333,J0658+0022,104.56337083,0.37647222,*,*,*,9.75e+05,2.02e+33,
334,J0658+2936,104.43591667,29.60805556,*,*,*,9.07e+06,1.02e+32,
335,B0656+14,104.95081667,14.23872222,*,*,HE[chmm89/rfk+96/srg+97/w,1.11e+05,3.80e+34,
336,J0659-36,104.75000000,-36.00000000,*,*,*,*,*,
337,B0655+64,105.15750833,64.30311111,BT,CO[kul86],*,4.52e+09,3.61e+30,
338,J0702-4956,105.66375000,-49.94283333,*,*,*,*,*,
339,J0709+0458,107.28485579,4.98097058,DDH,CO[mgf+19],*,1.43e+09,3.68e+32,
340,J0709-5923,107.38555417,-59.39877778,*,*,*,6.10e+07,4.35e+31,
341,J0711+0931,107.90075000,9.52361111,*,*,*,4.81e+07,8.82e+30,
342,J0711-6830,107.97575018,-68.51315682,*,*,*,5.84e+09,3.55e+33,
343,J0719-2545,109.78075000,-25.75006389,*,*,*,2.12e+06,3.10e+32,
344,J0720-3125,110.10400833,-31.43057861,*,*,XINS/NRAD,1.90e+06,4.67e+30,
345,J0721-2038,110.42876958,-20.63529472,BT,CO[bkl+13],*,5.60e+09,4.63e+32,
346,J0723-2050,110.77000000,-20.83111111,*,*,RRAT(?)[bbc+22],*,*,
347,J0725-1635,111.25168397,-16.59605977,*,*,*,7.26e+07,4.79e+31,
348,J0726-2612,111.53383333,-26.21058333,*,*,*,1.86e+05,2.84e+32,
349,J0729-1448,112.31854167,-14.81022222,*,*,HE[mhl+02/aab+22],3.52e+04,2.81e+35,
350,B0727-18,112.38473708,-18.61173444,*,*,HE[sbc+19],4.26e+05,5.64e+33,
351,J0732+2314,113.15631500,23.24839167,ELL1,He(?)[mgf+19],*,1.08e+10,3.47e+33,
352,J0733-2345,113.35250000,-23.76561111,*,*,*,4.99e+06,3.89e+31,
353,J0734-1559,113.69039583,-15.98840000,*,*,NRAD[aab+22],2.03e+05,1.26e+35,
354,J0736-6304,114.08337500,-63.07111111,*,*,RRAT,5.07e+05,5.21e+31,
355,J0737-2202,114.43362917,-22.03481111,*,*,*,9.28e+05,6.57e+33,
356,J0737-3039A,114.46353508,-30.66130953,DDS,NS[bdp+03],HE[cgm+07/gkj+13],2.04e+08,5.94e+33,
357,J0737-3039B,114.46353508,-30.66130953,DD,NS[lbk+04],*,4.92e+07,1.65e+30,
358,B0736-40,114.63442500,-40.71095000,*,*,*,4.32e+06,1.03e+33,
359,J0738+6904,114.59419042,69.07223006,*,*,*,4.01e+06,3.34e+30,
360,J0740+6620,115.19080319,66.34264435,ELL1,He[bkk+19],HE[lsg+15/aab+22],3.75e+09,2.00e+34,
361,J0741+17,115.25000000,17.05000000,*,*,RRAT[dcm+23],*,*,
362,B0740-28,115.70440833,-28.37882222,*,*,HE,1.57e+05,1.43e+35,
363,J0742+4110,115.55080754,41.17079891,ELL1,He[spp+23],*,7.43e+09,8.54e+33,
364,J0742+4334,115.67554167,43.56727778,*,*,*,2.59e+07,6.58e+31,
365,J0744-2525,116.00000000,-25.41666667,*,*,NRAD[nie+20],1.52e+06,4.85e+34,
366,B0743-53,116.26866667,-53.88598889,*,*,*,1.56e+06,8.71e+33,
367,J0746-4529,116.74799167,-45.49073611,*,*,*,2.65e+06,3.03e+31,
368,J0747+6646,116.91536403,66.78243486,*,*,*,9.52e+06,3.95e+32,
369,J0749-4247,117.45697917,-42.79503889,*,*,*,1.78e+07,2.93e+31,
370,J0750+57,117.50000000,57.00000000,*,*,*,*,*,
371,J0750-6846,117.64937500,-68.77605833,*,*,*,1.32e+08,5.65e+30,
372,J0751+1807,117.78814721,18.12735733,ELL1H,He[nsk08],HE[wob+04/aaa+09f],7.08e+09,7.30e+33,
373,J0753-0816,118.38750000,-8.32638889,*,*,*,*,*,
374,B0751+32,118.66953333,32.53227778,*,*,*,2.12e+07,1.42e+31,
375,B0756-15,119.62112833,-15.46909389,*,*,*,6.68e+06,2.01e+32,
376,J0758-30,119.50000000,-30.00000000,*,*,*,*,*,
377,J0802-5613,120.50000000,-56.21666667,*,*,NRAD[nie+20],1.57e+06,5.30e+33,
378,J0803-0942,120.86186667,-9.71411389,*,*,*,7.80e+06,2.46e+32,
379,J0803+34,120.77083333,34.31666667,*,*,RRAT[ttm18],*,*,
380,J0804-3647,121.09250000,-36.79319444,*,*,*,8.25e+06,1.58e+31,
381,J0806+08,121.52083333,8.28333333,*,*,*,*,*,
382,J0806-4123,121.59750000,-41.37525000,*,*,XINS/NRAD,3.24e+06,1.49e+30,
383,J0807-5421,121.94660417,-54.35735000,*,*,*,2.21e+07,1.02e+32,
384,J0808-3937,122.04845833,-39.63136111,*,*,*,3.42e+07,2.43e+31,
385,B0808-47,122.43264583,-47.89852778,*,*,*,2.82e+06,7.41e+32,
386,J0811+37,122.80000000,37.46666667,*,*,*,*,*,
387,J0812-3905,123.06167500,-39.09692222,*,*,*,1.70e+08,1.58e+31,
388,J0813+22,123.47500000,22.01666667,*,*,*,*,*,
389,B0809+74,123.74791667,74.48491667,*,*,*,1.22e+08,3.08e+30,
390,J0815+0939,123.78656667,9.66408333,*,*,*,7.35e+07,2.04e+31,
391,J0815+4611,123.99775958,46.19812222,*,*,*,1.76e+09,1.88e+30,
392,J0818-3049,124.70541667,-30.82527778,*,*,*,2.09e+07,5.14e+31,
393,J0818-3232,124.60806250,-32.54181389,*,*,*,4.55e+07,2.95e+30,
394,B0818-13,125.10992375,-13.84884972,*,*,*,9.32e+06,4.38e+31,
395,J0820-3826,125.24970417,-38.44525000,*,*,*,8.10e+05,4.96e+34,
396,J0820-3921,125.20462500,-39.36547222,*,*,*,1.40e+06,3.88e+32,
397,B0818-41,125.06441667,-41.24311111,*,*,*,4.37e+08,4.81e+30,
398,J0821-4221,125.43598333,-42.35707222,*,*,*,1.81e+06,2.20e+33,
399,J0821-4300,125.48902208,-43.00474278,*,*,NRAD,1.93e+08,2.55e+32,
400,B0820+02,125.79068792,1.98679694,BT,CO[kr00],*,1.31e+08,6.38e+30,
401,J0824+0028,126.10350092,0.46682417,DDH,CO(?)[mgf+19],*,1.06e+09,6.05e+33,
402,B0823+26,126.71461167,26.62258250,*,*,HE[bwt+04],4.92e+06,4.52e+32,
403,J0827+53,126.95000000,53.00000000,*,*,*,*,*,
404,B0826-34,127.06927293,-34.28529102,*,*,*,2.94e+07,6.22e+30,
405,J0831-4406,127.88512500,-44.10330556,*,*,*,3.86e+06,1.67e+33,
406,J0834-4159,128.57419583,-41.99333056,*,*,*,4.48e+05,9.51e+34,
407,J0834-60,128.70833333,-60.58333333,*,*,*,*,*,
408,J0835-3707,128.76283333,-37.13097222,*,*,*,8.77e+05,2.43e+33,
409,B0833-45,128.83588121,-45.17635419,*,*,HE[hg73/tfko75],1.13e+04,6.92e+36,
410,J0836-4233,129.02437500,-42.55691667,*,*,*,8.86e+06,1.29e+32,
411,B0834+06,129.27350833,6.17071111,*,*,*,2.97e+06,1.30e+32,
412,J0837-2454,129.49054167,-24.90833333,*,*,*,2.86e+04,5.53e+34,
413,B0835-41,129.33830958,-41.58737861,*,*,*,3.37e+06,3.29e+32,
414,J0838-2621,129.57833750,-26.35820833,*,*,*,1.25e+08,5.24e+31,
415,J0838-3947,129.62833333,-39.78944444,*,*,*,3.32e+07,6.49e+30,
416,J0839-66,129.90416667,-66.58111111,*,*,*,*,*,
417,B0839-53,130.14052500,-53.54331944,*,*,*,6.97e+06,1.73e+32,
418,B0840-48,130.52268458,-48.85572222,*,*,*,1.07e+06,1.41e+33,
419,J0843+0719,130.89091667,7.31327778,*,*,*,*,*,
420,J0843-5022,130.79118333,-50.37863889,*,*,*,1.92e+07,7.46e+32,
421,J0843+67,130.84500000,67.21888889,BT,*,HE[trr+21/aab+22],*,*,
422,B0844-35,131.52516667,-35.56144444,*,*,*,1.10e+07,4.56e+31,
423,J0847-4316,131.98887500,-43.28244444,*,*,RRAT,7.90e+05,2.22e+31,
424,J0848+16,132.22083333,16.71666667,*,*,*,*,*,
425,J0849-6322,132.42745833,-63.37638889,*,*,*,7.37e+06,6.27e+32,
426,B0841+80,132.25628211,80.48308960,*,*,*,5.69e+07,4.28e+30,
427,J0854+5449,133.60718958,54.82466167,*,*,*,6.26e+07,6.57e+30,
428,B0853-33,133.91005628,-33.52758448,*,*,*,3.18e+06,1.23e+32,
429,J0855-4644,133.90075000,-46.73705556,*,*,*,1.41e+05,1.06e+36,
430,J0855-4658,133.83154167,-46.97294444,*,*,*,6.69e+05,2.83e+33,
431,B0855-61,134.24695833,-61.63130833,*,*,*,9.08e+06,7.44e+31,
432,J0857+3349,134.27945833,33.82138889,*,*,*,1.60e+07,6.61e+32,
433,J0857-4424,134.48263333,-44.40295833,*,*,*,2.47e+05,2.37e+34,
434,J0900-3144,135.18313787,-31.74191533,ELL1,CO(?)[bjd+06],*,3.60e+09,1.41e+33,
435,J0901-4624,135.41716667,-46.41347222,*,*,*,8.00e+04,4.00e+34,
436,B0901-63,135.63500000,-63.42000000,*,*,*,9.78e+07,1.47e+31,
437,B0903-42,136.24617917,-42.77038889,*,*,*,8.15e+06,8.24e+31,
438,B0904-74,136.04362500,-74.99491667,*,*,*,1.89e+07,1.10e+32,
439,J0905-4536,136.34958333,-45.61472222,*,*,*,1.05e+08,6.09e+30,
440,J0905-5127,136.46650000,-51.46501389,*,*,*,2.21e+05,2.36e+34,
441,J0905-6019,136.31352083,-60.32279444,*,*,*,1.03e+07,5.20e+32,
442,B0905-51,136.81625417,-51.96648889,*,*,*,2.19e+06,4.44e+33,
443,B0906-17,137.15909250,-17.66046389,*,*,*,9.50e+06,4.08e+32,
